,rewards,discount,learning rate
1343,-133.07919687462106,0.995,0.15
1344,-254.0184268325145,0.995,0.15
1345,-81.61941480771281,0.995,0.15
1346,-115.32761534559047,0.995,0.15
1347,-145.42193370895166,0.995,0.15
1348,-132.03039770973328,0.995,0.15
1349,-33.24833903318597,0.995,0.15
1350,-55.96300236601284,0.995,0.15
1351,-91.9520550952513,0.995,0.15
1352,-198.68608159576152,0.995,0.15
1353,-144.5297858819697,0.995,0.15
1354,-124.44945914617726,0.995,0.15
1355,-81.43981408045222,0.995,0.15
1356,-291.6664559231435,0.995,0.15
1357,-82.24575074777489,0.995,0.15
1358,-238.88869343688827,0.995,0.15
1359,-100.87834231132364,0.995,0.15
1360,-93.16322172478229,0.995,0.15
1361,-199.3007149990722,0.995,0.15
1362,-249.46019491890175,0.995,0.15
1363,-15.118020805691671,0.995,0.15
1364,-93.22820991682968,0.995,0.15
1365,-246.67133186169633,0.995,0.15
1366,-176.2879395402848,0.995,0.15
1367,-96.59701091370745,0.995,0.15
1368,-154.81625422813903,0.995,0.15
1369,-409.89753845882535,0.995,0.15
1370,-297.78664683427724,0.995,0.15
1371,-128.9485939333723,0.995,0.15
1372,-327.72588175434805,0.995,0.15
1373,-100.51971614958346,0.995,0.15
1374,-155.16076798922387,0.995,0.15
1375,-363.0003991888453,0.995,0.15
1376,-260.42031873920763,0.995,0.15
1377,-267.50955740091206,0.995,0.15
1378,-340.32451182763634,0.995,0.15
1379,-251.4675133479396,0.995,0.15
1380,-71.13487480870278,0.995,0.15
1381,-126.72838137599072,0.995,0.15
1382,-264.5332620289495,0.995,0.15
1383,-78.19123516876016,0.995,0.15
1384,-83.86729776451497,0.995,0.15
1385,-123.67660734932373,0.995,0.15
1386,-211.37595221781692,0.995,0.15
1387,-300.93182670790554,0.995,0.15
1388,-123.80407934457689,0.995,0.15
1389,-116.82588581200129,0.995,0.15
1390,-169.42586174284975,0.995,0.15
1391,-56.3857601728171,0.995,0.15
1392,-81.31041867849858,0.995,0.15
1393,-111.49403072113411,0.995,0.15
1394,-194.57067709869654,0.995,0.15
1395,-247.43901159250095,0.995,0.15
1396,-392.194008893917,0.995,0.15
1397,-93.94214431618008,0.995,0.15
1398,-438.1237323662707,0.995,0.15
1399,-251.7320049263816,0.995,0.15
1400,-173.96235080002347,0.995,0.15
1401,-150.36609360112345,0.995,0.15
1402,-86.59289398395302,0.995,0.15
1403,-223.47585207345793,0.995,0.15
1404,-134.2792638505853,0.995,0.15
1405,-333.8818253557106,0.995,0.15
1406,-124.97570907845676,0.995,0.15
1407,-73.58049465821057,0.995,0.15
1408,-148.78629810968323,0.995,0.15
1409,-141.504685776425,0.995,0.15
1410,-168.3777911673123,0.995,0.15
1411,-112.44834735668529,0.995,0.15
1412,-125.26441866132429,0.995,0.15
1413,-141.87277037544848,0.995,0.15
1414,-132.20504865737,0.995,0.15
1415,-382.4632464512779,0.995,0.15
1416,-144.35990902414036,0.995,0.15
1417,-85.15620348025453,0.995,0.15
1418,-171.19292694949996,0.995,0.15
1419,-124.27820013384112,0.995,0.15
1420,-183.99249803229475,0.995,0.15
1421,-125.39953744286507,0.995,0.15
1422,-275.7275261957966,0.995,0.15
1423,-169.42971424981812,0.995,0.15
1424,-184.22313691206125,0.995,0.15
1425,-179.8279585581998,0.995,0.15
1426,-126.14940447015842,0.995,0.15
1427,-93.56139283383497,0.995,0.15
1428,-119.05248360878913,0.995,0.15
1429,-244.0792982674978,0.995,0.15
1430,-182.29931354060474,0.995,0.15
1431,-144.43979604946134,0.995,0.15
1432,-279.80225420466087,0.995,0.15
1433,-85.1915490695833,0.995,0.15
1434,-295.2241876509627,0.995,0.15
1435,-115.37264841336274,0.995,0.15
1436,-193.430446906962,0.995,0.15
1437,-119.20890943170214,0.995,0.15
1438,-118.4585463189977,0.995,0.15
1439,1.8371935629387082,0.995,0.15
1440,-328.59251408911575,0.995,0.15
1441,-103.26293150590104,0.995,0.15
1442,0.04819069432292622,0.995,0.15
1443,-222.39560714886636,0.995,0.15
1444,-121.71977319757164,0.995,0.15
1445,-262.56340703930414,0.995,0.15
1446,-52.67540325465852,0.995,0.15
1447,-380.57972451572107,0.995,0.15
1448,-84.29977240235361,0.995,0.15
1449,-149.88327899189147,0.995,0.15
1450,-251.6099605622668,0.995,0.15
1451,-145.33798882912123,0.995,0.15
1452,-104.93205045477326,0.995,0.15
1453,-76.3933274670393,0.995,0.15
1454,-286.0423628335762,0.995,0.15
1455,-123.57503241589127,0.995,0.15
1456,-104.67201111154388,0.995,0.15
1457,-121.73541411206611,0.995,0.15
1458,-66.70054701684145,0.995,0.15
1459,-458.8698014452835,0.995,0.15
1460,-118.8462579560708,0.995,0.15
1461,-175.1659670659558,0.995,0.15
1462,-365.21287184914166,0.995,0.15
1463,-135.91596109094164,0.995,0.15
1464,-125.55771839160282,0.995,0.15
1465,-297.867532179175,0.995,0.15
1466,-68.82009417955186,0.995,0.15
1467,-279.97495769513387,0.995,0.15
1468,-101.36325931907807,0.995,0.15
1469,-242.06994635858482,0.995,0.15
1470,-117.03248635003831,0.995,0.15
1471,-180.2806543781593,0.995,0.15
1472,-92.22666568830039,0.995,0.15
1473,-137.36125419238397,0.995,0.15
1474,-311.27363818326154,0.995,0.15
1475,-142.10137001517944,0.995,0.15
1476,-377.63746750622585,0.995,0.15
1477,-86.24563695047658,0.995,0.15
1478,-67.73603267971382,0.995,0.15
1479,-155.04829315054974,0.995,0.15
1480,-121.89729565712886,0.995,0.15
1481,-84.53235104818685,0.995,0.15
1482,-107.64933304289933,0.995,0.15
1483,-160.25564920882996,0.995,0.15
1484,-240.16835971345304,0.995,0.15
1485,-333.8256037002516,0.995,0.15
1486,-57.87524249919162,0.995,0.15
1487,-350.57967316915546,0.995,0.15
1488,-145.43272489872183,0.995,0.15
1489,-150.99519145344428,0.995,0.15
1490,-484.9968677358214,0.995,0.15
1491,-95.41005768291764,0.995,0.15
1492,-135.65537669260317,0.995,0.15
1493,-373.35099874610296,0.995,0.15
1494,-150.15871169586993,0.995,0.15
1495,-206.08271702544533,0.995,0.15
1496,26.738572955180786,0.995,0.15
1497,-354.2903718628063,0.995,0.15
1498,-201.05845083141352,0.995,0.15
1499,-426.36969555089445,0.995,0.15
1500,-154.54277341648447,0.995,0.15
1501,-111.38885886952714,0.995,0.15
1502,-112.35927931363004,0.995,0.15
1503,-121.36589528503633,0.995,0.15
1504,-172.0312813629227,0.995,0.15
1505,-85.91390577329376,0.995,0.15
1506,-145.2072153498267,0.995,0.15
1507,-208.9382323752966,0.995,0.15
1508,-79.90939594100793,0.995,0.15
1509,-427.83066936704097,0.995,0.15
1510,-199.3433838463019,0.995,0.15
1511,-229.59756724022662,0.995,0.15
1512,-189.49588821631068,0.995,0.15
1513,-163.2977331757258,0.995,0.15
1514,-353.0343744635817,0.995,0.15
1515,-177.02182633097482,0.995,0.15
1516,-301.6267096868707,0.995,0.15
1517,-277.81094722111123,0.995,0.15
1518,-142.95434067400532,0.995,0.15
1519,-114.64312633799834,0.995,0.15
1520,-83.96877020962079,0.995,0.15
1521,-106.00119076606244,0.995,0.15
1522,-239.5209723321308,0.995,0.15
1523,-280.8890283704378,0.995,0.15
1524,-105.16262211715821,0.995,0.15
1525,-138.73669795847053,0.995,0.15
1526,-50.65057497840618,0.995,0.15
1527,-90.10677521727885,0.995,0.15
1528,-214.28197469452027,0.995,0.15
1529,-83.8875959160481,0.995,0.15
1530,-145.9172205055739,0.995,0.15
1531,-422.0252246190358,0.995,0.15
1532,-137.55886154064888,0.995,0.15
1533,-274.2267470404488,0.995,0.15
1534,-101.66928039231409,0.995,0.15
1535,-272.763877716156,0.995,0.15
1536,-85.39120055257038,0.995,0.15
1537,-361.0756480723123,0.995,0.15
1538,-140.3085317406589,0.995,0.15
1539,-82.53550789480596,0.995,0.15
1540,-368.9782385978034,0.995,0.15
1541,-467.92232514752845,0.995,0.15
1542,-104.02006497475817,0.995,0.15
1543,-102.66181758394501,0.995,0.15
1544,-139.62362492121548,0.995,0.15
1545,-110.26689116569842,0.995,0.15
1546,-209.87337779475013,0.995,0.15
1547,-85.48196649953945,0.995,0.15
1548,-144.61597160877278,0.995,0.15
1549,-184.02894248173982,0.995,0.15
1550,-181.47197664167157,0.995,0.15
1551,-276.3306801727594,0.995,0.15
1552,-275.9437845969085,0.995,0.15
1553,-120.53853198128525,0.995,0.15
1554,-259.0954928522133,0.995,0.15
1555,-302.9066650624384,0.995,0.15
1556,-78.95944560323697,0.995,0.15
1557,-303.35675990838286,0.995,0.15
1558,-105.87496724273618,0.995,0.15
1559,-193.1902776018763,0.995,0.15
1560,-78.86995658910318,0.995,0.15
1561,-326.00094591000595,0.995,0.15
1562,-32.63874430882308,0.995,0.15
1563,-224.94862287056822,0.995,0.15
1564,-282.99985315364006,0.995,0.15
1565,-346.82466727279814,0.995,0.15
1566,-86.41179126930842,0.995,0.15
1567,-219.23280351089983,0.995,0.15
1568,-183.22373030208556,0.995,0.15
1569,69.23398146805039,0.995,0.15
1570,-491.8492668320193,0.995,0.15
1571,-98.70020359746235,0.995,0.15
1572,-111.97023839600462,0.995,0.15
1573,-200.57465265322287,0.995,0.15
1574,-69.2272487399743,0.995,0.15
1575,-337.82446765481893,0.995,0.15
1576,-59.87750699244536,0.995,0.15
1577,-144.0919138404097,0.995,0.15
1578,-101.02986891325513,0.995,0.15
1579,-224.06930485777048,0.995,0.15
1580,-104.60915701758992,0.995,0.15
1581,-191.10406054001692,0.995,0.15
1582,-287.58062285596213,0.995,0.15
1583,-54.87216813309383,0.995,0.15
1584,-107.09057119139716,0.995,0.15
1585,-221.8289453988844,0.995,0.15
1586,-113.55966346870295,0.995,0.15
1587,-95.84711663247128,0.995,0.15
1588,-189.9186836853178,0.995,0.15
1589,-363.82343665886054,0.995,0.15
1590,-135.7657893669032,0.995,0.15
1591,-430.86436175539455,0.995,0.15
1592,-87.77841161476283,0.995,0.15
1593,-77.64426009763949,0.995,0.15
1594,-109.7663273297576,0.995,0.15
1595,-152.1034660643242,0.995,0.15
1596,-116.92770522402729,0.995,0.15
1597,-147.72297493332042,0.995,0.15
1598,-116.05109618373235,0.995,0.15
1599,-155.5400554636652,0.995,0.15
1600,-67.1266558875601,0.995,0.15
1601,-180.18296666481282,0.995,0.15
1602,-144.9994429405831,0.995,0.15
1603,-124.1949391442499,0.995,0.15
1604,-126.06493512579112,0.995,0.15
1605,-138.9200669033452,0.995,0.15
1606,6.678350309994457,0.995,0.15
1607,-161.47285089788238,0.995,0.15
1608,-200.01883311981015,0.995,0.15
1609,-122.43771748492448,0.995,0.15
1610,-74.22681623728323,0.995,0.15
1611,-262.14076206763207,0.995,0.15
1612,-394.88612613289826,0.995,0.15
1613,-247.17618540421685,0.995,0.15
1614,-59.482184744491406,0.995,0.15
1615,-225.41466690016796,0.995,0.15
1616,-243.51159452968244,0.995,0.15
1617,-111.53560781057436,0.995,0.15
1618,-133.87945890775615,0.995,0.15
1619,-136.6949701569145,0.995,0.15
1620,-96.15152026901626,0.995,0.15
1621,-92.65755124091491,0.995,0.15
1622,-244.41630908200023,0.995,0.15
1623,-174.8110951950268,0.995,0.15
1624,-135.74913966505338,0.995,0.15
1625,-121.14423610515769,0.995,0.15
1626,-86.04280596500318,0.995,0.15
1627,-158.10226627411748,0.995,0.15
1628,-82.52581869625476,0.995,0.15
1629,-316.9302628227382,0.995,0.15
1630,-90.65276970901458,0.995,0.15
1631,-190.33498917457842,0.995,0.15
1632,-272.54708297230263,0.995,0.15
1633,-93.59545710546921,0.995,0.15
1634,-176.71855285705453,0.995,0.15
1635,-233.48930985953257,0.995,0.15
1636,-110.4584458792901,0.995,0.15
1637,-176.38141720039852,0.995,0.15
1638,-211.215358740993,0.995,0.15
1639,-134.24417557243044,0.995,0.15
1640,-195.24463219375116,0.995,0.15
1641,-117.43873135415642,0.995,0.15
1642,-121.9149410339666,0.995,0.15
1643,-148.58367134521774,0.995,0.15
1644,-227.76292358531106,0.995,0.15
1645,-98.10741518099904,0.995,0.15
1646,-193.03415387176477,0.995,0.15
1647,-151.8444374484871,0.995,0.15
1648,-50.224945102209915,0.995,0.15
1649,-198.92421263100601,0.995,0.15
1650,-249.4462651974949,0.995,0.15
1651,-208.79494678044873,0.995,0.15
1652,-65.20453993543927,0.995,0.15
1653,16.104045806321366,0.995,0.15
1654,-168.74047376380247,0.995,0.15
1655,-116.36077903964764,0.995,0.15
1656,-173.5658839860239,0.995,0.15
1657,-370.24767707780256,0.995,0.15
1658,-103.3049806435038,0.995,0.15
1659,-188.9077130342113,0.995,0.15
1660,-161.1543149461352,0.995,0.15
1661,-95.77791466351918,0.995,0.15
1662,-199.58631032299704,0.995,0.15
1663,-138.0460783045699,0.995,0.15
1664,-360.82092671783533,0.995,0.15
1665,-95.40445111493082,0.995,0.15
1666,-148.0296904658481,0.995,0.15
1667,-233.36368812075074,0.995,0.15
1668,-107.17753475347432,0.995,0.15
1669,-41.483418865201756,0.995,0.15
1670,-176.70747522166045,0.995,0.15
1671,-154.59501494432155,0.995,0.15
1672,-321.9326230127051,0.995,0.15
1673,-138.088687365812,0.995,0.15
1674,-23.382071813314468,0.995,0.15
1675,-140.35562540540948,0.995,0.15
1676,-99.03128603547377,0.995,0.15
1677,-211.95740280657185,0.995,0.15
1678,-174.8498087770767,0.995,0.15
1679,-100.84732768536313,0.995,0.15
1680,-94.2934776904748,0.995,0.15
1681,-111.81802667106071,0.995,0.15
1682,-167.77323125222512,0.995,0.15
1683,-198.89155890115637,0.995,0.15
1684,-107.9677167883412,0.995,0.15
1685,-71.55237421797146,0.995,0.15
1686,-380.9278831625096,0.995,0.15
1687,-261.6169318426066,0.995,0.15
1688,-176.42106257675448,0.995,0.15
1689,-132.32948496272786,0.995,0.15
1690,-144.86282957946605,0.995,0.15
1691,-466.5618160559085,0.995,0.15
1692,23.67602564665451,0.995,0.15
1693,-58.84144508978733,0.995,0.15
1694,-419.62168836823014,0.995,0.15
1695,-214.19599940477303,0.995,0.15
1696,-411.3800958263525,0.995,0.15
1697,-92.95509710443231,0.995,0.15
1698,-256.02476650458925,0.995,0.15
1699,-145.40375158893502,0.995,0.15
1700,-63.49490446615904,0.995,0.15
1701,-285.2568303631981,0.995,0.15
1702,-128.04652206942302,0.995,0.15
1703,-294.83463916369584,0.995,0.15
1704,-256.24532108152766,0.995,0.15
1705,-161.36208443257462,0.995,0.15
1706,-235.56424195465206,0.995,0.15
1707,-94.3944428624992,0.995,0.15
1708,-23.787223825432108,0.995,0.15
1709,-168.09069962237095,0.995,0.15
1710,-95.52820183089503,0.995,0.15
1711,-89.32534837344303,0.995,0.15
1712,-217.9704251161403,0.995,0.15
1713,-147.8193983611664,0.995,0.15
1714,-87.24309522956905,0.995,0.15
1715,-106.09638923467492,0.995,0.15
1716,-195.18760313675648,0.995,0.15
1717,-85.99946653401194,0.995,0.15
1718,-117.53059773857555,0.995,0.15
1719,-203.74021260150008,0.995,0.15
1720,-111.39022788890436,0.995,0.15
1721,-290.09085875717653,0.995,0.15
1722,-309.5453545517994,0.995,0.15
1723,-214.84854803817257,0.995,0.15
1724,-81.94892028284515,0.995,0.15
1725,-270.16326422660154,0.995,0.15
1726,-264.4591324617902,0.995,0.15
1727,-84.11396110084448,0.995,0.15
1728,-97.71110170016408,0.995,0.15
1729,-108.53064519921554,0.995,0.15
1730,-243.8705975337461,0.995,0.15
1731,-116.95625907311518,0.995,0.15
1732,-110.35530489033974,0.995,0.15
1733,-176.89860397593017,0.995,0.15
1734,-389.0394582705551,0.995,0.15
1735,-147.41644494028998,0.995,0.15
1736,-116.24259738155581,0.995,0.15
1737,-3.585646474979285,0.995,0.15
1738,-167.05332830089742,0.995,0.15
1739,-69.49729278991168,0.995,0.15
1740,-379.2982082719172,0.995,0.15
1741,-215.90624178982736,0.995,0.15
1742,-332.0002377287177,0.995,0.15
1743,-105.97833534797284,0.995,0.15
1744,-264.912471653793,0.995,0.15
1745,-350.91827986249757,0.995,0.15
1746,-281.8611682106757,0.995,0.15
1747,-186.07146609318735,0.995,0.15
1748,-79.77460585196837,0.995,0.15
1749,-299.86559348685705,0.995,0.15
1750,-84.37215248910024,0.995,0.15
1751,-84.46655520977173,0.995,0.15
1752,-90.72979171680404,0.995,0.15
1753,-85.68146928961698,0.995,0.15
1754,-176.5591811152213,0.995,0.15
1755,-99.47503435430974,0.995,0.15
1756,-229.15469946829737,0.995,0.15
1757,-124.05034119747718,0.995,0.15
1758,-119.46164343365047,0.995,0.15
1759,-260.794172773365,0.995,0.15
1760,-181.36160632391758,0.995,0.15
1761,-443.4713466516582,0.995,0.15
1762,-35.18991916312001,0.995,0.15
1763,-399.1816274106919,0.995,0.15
1764,-290.5182395159659,0.995,0.15
1765,-449.7448336182466,0.995,0.15
1766,-241.17477264730294,0.995,0.15
1767,-409.1005789313584,0.995,0.15
1768,-85.44238805905482,0.995,0.15
1769,-332.36395639705484,0.995,0.15
1770,-175.39824649496506,0.995,0.15
1771,-30.78344518032317,0.995,0.15
1772,-77.11909786487068,0.995,0.15
1773,-341.74968180941426,0.995,0.15
1774,-196.69949476874697,0.995,0.15
1775,-130.04015899603309,0.995,0.15
1776,-522.4610220577372,0.995,0.15
1777,-226.676491386721,0.995,0.15
1778,-92.30860499314421,0.995,0.15
1779,-208.71032534286724,0.995,0.15
1780,-138.67179975155514,0.995,0.15
1781,-126.8245939957217,0.995,0.15
1782,-111.74035880888833,0.995,0.15
1783,-479.97859041659274,0.995,0.15
1784,-396.75436583349443,0.995,0.15
1785,-119.67366944801996,0.995,0.15
1786,-275.0604329431947,0.995,0.15
1787,-102.2222921117692,0.995,0.15
1788,-115.38892337551489,0.995,0.15
1789,-185.9917956073444,0.995,0.15
1790,-278.879961184555,0.995,0.15
1791,-125.48778304011964,0.995,0.15
1792,-86.93519987850607,0.995,0.15
1793,-121.07826050503535,0.995,0.15
1794,-90.84296832554574,0.995,0.15
1795,-90.71011760726837,0.995,0.15
1796,-404.4764491398154,0.995,0.15
1797,-151.3907434365297,0.995,0.15
1798,-426.5926814810939,0.995,0.15
1799,-290.9114565911825,0.995,0.15
1800,-316.75458199436673,0.995,0.15
1801,-107.73741906400825,0.995,0.15
1802,-243.64044581764097,0.995,0.15
1803,-287.81529701503985,0.995,0.15
1804,-267.9726225656454,0.995,0.15
1805,-215.10553949541472,0.995,0.15
1806,-278.61026278069255,0.995,0.15
1807,-169.95152399893456,0.995,0.15
1808,-225.76978397138026,0.995,0.15
1809,-301.52134448168374,0.995,0.15
1810,-80.11640378032408,0.995,0.15
1811,-89.26099855146174,0.995,0.15
1812,-282.3993524743029,0.995,0.15
1813,-126.32077501382784,0.995,0.15
1814,-99.64701617049757,0.995,0.15
1815,-126.31301003626388,0.995,0.15
1816,-159.01881041482687,0.995,0.15
1817,-84.22434034446843,0.995,0.15
1818,-247.95870330501504,0.995,0.15
1819,-286.35393873039794,0.995,0.15
1820,-95.87373654099241,0.995,0.15
1821,-283.0648466381866,0.995,0.15
1822,-226.41093437245746,0.995,0.15
1823,-288.2616393982756,0.995,0.15
1824,-305.01438681979533,0.995,0.15
1825,-84.67413597228075,0.995,0.15
1826,-65.08416759877878,0.995,0.15
1827,-189.88495763917132,0.995,0.15
1828,-303.76470027143876,0.995,0.15
1829,-116.30833414439482,0.995,0.15
1830,-199.9193085152029,0.995,0.15
1831,-98.62765972797189,0.995,0.15
1832,13.937801362790822,0.995,0.15
1833,-179.40809740412357,0.995,0.15
1834,-46.26753771091158,0.995,0.15
1835,-97.74744845469517,0.995,0.15
1836,-270.2919638984502,0.995,0.15
1837,-127.5221696446757,0.995,0.15
1838,-400.5147375603669,0.995,0.15
1839,-38.80598045611363,0.995,0.15
1840,-108.82917242854127,0.995,0.15
1841,-207.2229813678066,0.995,0.15
1842,-9.100778690967047,0.995,0.15
1843,-104.12231491810907,0.995,0.15
1844,-71.65264491571965,0.995,0.15
1845,-424.37128372339885,0.995,0.15
1846,-77.63547321538209,0.995,0.15
1847,-159.4536124582117,0.995,0.15
1848,-97.37017676756007,0.995,0.15
1849,-144.2626863172223,0.995,0.15
1850,-167.98910319711175,0.995,0.15
1851,-111.20166542827494,0.995,0.15
1852,-133.42933533361537,0.995,0.15
1853,-132.18196662385213,0.995,0.15
1854,-74.32357119250642,0.995,0.15
1855,-299.20294468183647,0.995,0.15
1856,-117.01562290571607,0.995,0.15
1857,-134.29185399103295,0.995,0.15
1858,-88.95319322110622,0.995,0.15
1859,-480.0762508331282,0.995,0.15
1860,-248.84436550814098,0.995,0.15
1861,-482.0485530356961,0.995,0.15
1862,-92.98414640973462,0.995,0.15
1863,-194.40712674371198,0.995,0.15
1864,-110.16310866128309,0.995,0.15
1865,-392.76301755456814,0.995,0.15
1866,-188.79358460375641,0.995,0.15
1867,-119.33468510913698,0.995,0.15
1868,-406.3328377191915,0.995,0.15
1869,-59.15071008758558,0.995,0.15
1870,-217.33575491375734,0.995,0.15
1871,-126.84181776430339,0.995,0.15
1872,-234.9391868073091,0.995,0.15
1873,-130.51221775683638,0.995,0.15
1874,-148.28600723857352,0.995,0.15
1875,-333.4563863572994,0.995,0.15
1876,-116.7076723628212,0.995,0.15
1877,-265.2975536094217,0.995,0.15
1878,-197.06313324875595,0.995,0.15
1879,-157.6007421999853,0.995,0.15
1880,-79.22023958301133,0.995,0.15
1881,-178.4294580204308,0.995,0.15
1882,-91.2865565748311,0.995,0.15
1883,-180.32835380099,0.995,0.15
1884,-460.9664958839533,0.995,0.15
1885,-109.87544936803255,0.995,0.15
1886,-134.6670118970829,0.995,0.15
1887,-123.61127111838375,0.995,0.15
1888,-76.5698881387961,0.995,0.15
1889,-91.24512003104871,0.995,0.15
1890,-133.19977677101363,0.995,0.15
1891,-275.36074316340796,0.995,0.15
1892,-103.8888107549117,0.995,0.15
1893,-167.64852400134777,0.995,0.15
1894,-181.25291749427166,0.995,0.15
1895,-192.52110545273302,0.995,0.15
1896,-129.98286338479073,0.995,0.15
1897,-204.98009248099913,0.995,0.15
1898,-145.3014391750158,0.995,0.15
1899,-73.38694683264694,0.995,0.15
1900,-217.02560809944833,0.995,0.15
1901,-470.21596157997436,0.995,0.15
1902,-137.5873776291745,0.995,0.15
1903,-84.74444212667476,0.995,0.15
1904,-42.74825572943802,0.995,0.15
1905,-88.30194630657917,0.995,0.15
1906,-303.5283990174214,0.995,0.15
1907,-327.36030225734555,0.995,0.15
1908,-151.14669921394142,0.995,0.15
1909,-121.76681501859338,0.995,0.15
1910,-97.64409397577593,0.995,0.15
1911,-312.36473410281985,0.995,0.15
1912,16.78045635941767,0.995,0.15
1913,-327.72826280142533,0.995,0.15
1914,-89.87381060703555,0.995,0.15
1915,-208.84096397326326,0.995,0.15
1916,-242.39206377457816,0.995,0.15
1917,-110.5113141374576,0.995,0.15
1918,-91.153296227433,0.995,0.15
1919,-63.94072938001031,0.995,0.15
1920,-62.697219817357826,0.995,0.15
1921,-91.65786835372376,0.995,0.15
1922,-59.33044258134825,0.995,0.15
1923,-138.14325765074432,0.995,0.15
1924,-14.905672214966074,0.995,0.15
1925,-259.41237489174364,0.995,0.15
1926,-130.02733827208175,0.995,0.15
1927,-108.85339389638128,0.995,0.15
1928,-117.99571145323156,0.995,0.15
1929,-430.6097666250316,0.995,0.15
1930,-87.89750943183394,0.995,0.15
1931,-280.5042484767744,0.995,0.15
1932,-286.5495672796459,0.995,0.15
1933,-135.52499928893798,0.995,0.15
1934,-171.52092294515487,0.995,0.15
1935,-287.5479870741805,0.995,0.15
1936,-421.5513003900682,0.995,0.15
1937,-72.36489716181867,0.995,0.15
1938,-369.06188021736085,0.995,0.15
1939,-354.2740158930635,0.995,0.15
1940,-178.8332159407982,0.995,0.15
1941,-43.127206002480804,0.995,0.15
1942,-101.05507481821661,0.995,0.15
1943,2.0939714252364183,0.995,0.15
1944,-536.0755475056873,0.995,0.15
1945,-95.7422080976119,0.995,0.15
1946,-155.79219412540107,0.995,0.15
1947,-72.16950827865304,0.995,0.15
1948,-207.6144261088125,0.995,0.15
1949,-90.07681540497148,0.995,0.15
1950,-305.02279182284974,0.995,0.15
1951,-95.84383846383805,0.995,0.15
1952,-109.4708519077922,0.995,0.15
1953,-355.6396490060296,0.995,0.15
1954,-241.8033657222648,0.995,0.15
1955,-71.65831750980712,0.995,0.15
1956,-388.1316726476027,0.995,0.15
1957,-80.88925778372362,0.995,0.15
1958,-83.31015096841514,0.995,0.15
1959,-374.42549501012155,0.995,0.15
1960,-244.04874227302568,0.995,0.15
1961,-129.03821045064157,0.995,0.15
1962,-262.6654411554431,0.995,0.15
1963,-150.6398146223357,0.995,0.15
1964,-216.69813005478954,0.995,0.15
1965,-281.1069638548278,0.995,0.15
1966,-196.29299566191173,0.995,0.15
1967,-280.945678106508,0.995,0.15
1968,-203.28862920038694,0.995,0.15
1969,-96.27066850525775,0.995,0.15
1970,-208.1392697670484,0.995,0.15
1971,-303.58290297745316,0.995,0.15
1972,-117.39027368946988,0.995,0.15
1973,-96.54701783197687,0.995,0.15
1974,-263.05877334790097,0.995,0.15
1975,-107.43319175378663,0.995,0.15
1976,-406.9592675553028,0.995,0.15
1977,-349.26855046818025,0.995,0.15
1978,-311.7115272586137,0.995,0.15
1979,-123.1705138891638,0.995,0.15
1980,-165.71391641834805,0.995,0.15
1981,-116.64610053402343,0.995,0.15
1982,-103.6753507505067,0.995,0.15
1983,-122.6904497097587,0.995,0.15
1984,-484.60444147514806,0.995,0.15
1985,-100.89615474527187,0.995,0.15
1986,-377.6217462308517,0.995,0.15
1987,-95.15069836213996,0.995,0.15
1988,-294.35105040207543,0.995,0.15
1989,-113.90625203241996,0.995,0.15
1990,-95.58518933031904,0.995,0.15
1991,-167.58080373761317,0.995,0.15
1992,-127.22619239932963,0.995,0.15
1993,-291.01571828046326,0.995,0.15
1994,-351.8986527594142,0.995,0.15
1995,-59.43038098322337,0.995,0.15
1996,-70.66306328154086,0.995,0.15
1997,-195.89814518830786,0.995,0.15
1998,-149.3334957018518,0.995,0.15
1999,-337.6395293017879,0.995,0.15
2000,-128.7026423067121,0.995,0.15
